word,meaning_zh,pos,phonetic_uk,phonetic_us,synonyms,rel_words,exam_level
cosmos,宇宙,n,'kɒzmɒs,'kɑzmos,universe | accordance | world | peace | concert,cosmological | cosmologic | cosmology | cosmogony | cosmographer | cosmography,CET6
overlap,与…交搭，重叠,n,əʊvə'læp,'ovəlæp,repeat | segistration,overlapping | overlapping,CET6
excuse,为…辩解；使免除,"n, vi, vt",ɪk'skjuːz; ek-,ɪk'skjʊs,reason | sake | account | blind | occasion | forgive | pardon for | beg for mercy,excusable | excusatory | excusably,CET6
senseless,愚蠢的，无意义的,adj,'senslɪs,'sɛnsləs,mechanical | automatic | foolish | stupid | silly,sensible | sensory | sensing | sensorial | sensate | senselessly | sense | sensible | sensation | sensing | sensationalist | sensing | sense,CET6
amusement,乐趣；娱乐，消遣,n,ə'mjuːzm(ə)nt,ə'mjuzmənt,entertainment | fun | occupation | pleasure | joy,amusing | amused | amusive | amusingly | amusing | amused | amuse,CET6
torpedo,鱼雷，水雷,"n, vt",tɔː'piːdəʊ,tɔr'pido,mine | mouldy | destroy | undermine | founder,,CET6
margin,余地；（获胜者在时间或票数上领先的）幅度，差额；利润；赚头,n,'mɑːdʒɪn,'mɑrdʒən,profit | gain | brink | suburb,marginal | marginally | marginalization | marginality | marginalize,CET6
roundabout,转弯抹角的；迂回的,adj,'raʊndəbaʊt,'raʊndəbaʊt,indirect | derious,,CET6
kidnap,诱拐，绑架,vt,'kɪdnæp,'kɪdnæp,spirit | abduct,kidnapper | kidnaper,CET6
guilt,内疚；有罪，犯罪,n,gɪlt,ɡɪlt,error | crime | mistake | sin | blame,guilty | guiltless | guiltily | guiltiness,CET6
shadowy,有影的；幽暗的,adj,'ʃædəʊɪ,'ʃædoi,hazy | bleary,shadow | shadowed | shadow | shade | shading | shadiness | shadowiness | shadowed | shadow | shade | shadow | shade,CET6
avail,有益于，有用,"n, vi, vt",ə'veɪl,ə'vel,be of help | have it | have it | to advantage | behalf | utility | benefit | sake | profit,available | availability,CET6
ambitious,有雄心的；热望的,adj,æm'bɪʃəs,æm'bɪʃəs,thirsty | eager-beaver,ambitiously | ambition | ambitiousness | ambition,CET6
significant,重要的，重大的，影响深远的,"adj, n",sɪg'nɪfɪk(ə)nt,sɪɡ'nɪfɪkənt,valid | important | available | effective | virtual | remarkable | symbol | indication,significative | significantly | significance | signification | signify | signify,CET6
validity,（法律上的）有效；符合逻辑，正确,n,və'lɪdɪtɪ,və'lɪdəti,availability | right,valid | validated | validating | validly | validation | validating | validness | validated | validating | validate,CET6
availability,有效（性）；可得性,n,"ə,veɪlə'bɪlətɪ","ə,velə'bɪləti",validity | practicality,available | avail | avail | avail,CET6
finite,有限的；有尽的,,,,,,CET6
magnet,有吸引力的人（或物）,n,ˈmæɡnɪt,'mægnɪt,aimant | leading stone,magnetized | magnetism | magnetization | magnetisation | magnetized | magnetize | magnetize | magnetise,CET6
profitable,有利的；有益的,adj,'prɒfɪtəb(ə)l,'prɑfɪtəbl,beneficial | helpful | useful | advantageous | conducive,profitless | profitably | profit | profitability | profitableness | profit | profit,CET6
advantageous,有利的，有助的,adj,ædvən'teɪdʒəs,'ædvən'tedʒəs,beneficial | favorable | helpful | useful | conducive,advantaged | advantageously | advantage | advantaged | advantage | advantage,CET6
courteous,有礼貌的，谦恭的,adj,'kɜːtjəs,'kɝtɪəs,civil | polite,courtesy | courtly | courteously | courtesy | courtliness,CET6
bead,有孔小珠；水珠；露珠,"n, vi",biːd,bid,drop | gutta | foam formation,beaded | beady | beadlike | beading | beading,CET6
commonsense,有常识的,,,,,commonsensical | commonsensible,CET6
conservative,保守的，守旧的,"adj, n",kən'sɜːvətɪv,kən'sɝvətɪv,standpat | backward-looking | old guard | pontificator,conserved | conservatively | conservation | conservatism | conservationist | conserved,CET6
liable,有（法律）责任的,adj,'laɪəb(ə)l,'laɪəbl,responsible | bound | accountable | prone,liability,CET6
yacht,游艇，快艇,n,jɒt,jɑt,speed boat | mosquito craft,yachting | yachting | yachting,CET6
uranium,铀,,jʊ'reɪnɪəm,jʊ'renɪəm,,,CET6
tanker,油船；空中加油飞机,,'tæŋkə,'tæŋkɚ,,tank | tankage | tank | tank,CET6
postal,邮政的，邮局的,n,'pəʊst(ə)l,'postl,post card,post | postage | posting | postcode | posting | post | post,CET6
superiority,优越（性），优势,n,"suː,pɪərɪ'ɒrɪtɪ; sjuː-","su,pɪrɪ'ɔrəti",advantage | edge,superior | superiorly | superior,CET6
elbow,用肘挤，挤进,"n, vt",'elbəʊ,'ɛlbo,rail | rider | thrust | push against,,CET6
paper,贴壁纸,n,'peɪpə,'pepɚ,thesis | dissertation | newspaper | document | file,papery,CET6
cutter,用于切割的器械,n,'kʌtə,'kʌtɚ,bit tool | dicing saw,cut,CET6
net,用网捕；用网覆盖,"adj, n, vt",net,nɛt,network | web | harvest | come into | pure | whole,netted | netlike | netty | netting | netter | netting | netted,CET6
head,用头顶（球）；朝...行进,"adj, n, vi, vt",hed,hɛd,intelligence | understanding | to go forward | make one's way | leave | set out | primary | major | central | leading | great,headed | heady | headless | header | heading | headship | heading | headed,CET6
tug,用力拖,"n, vi, vt",tʌg,tʌɡ,tugboat | towboat | contest | cope | rouse up | stack up against,tugger,CET6
hook,（使）钩住，挂住,"n, vt",hʊk,hʊk,towing eye | drawhook | hitch,hooked | hooky | hooky | hooked | hooky,CET6
formulate,规划；制定；准备,vt,'fɔːmjʊleɪt,'fɔrmjə'let,programme | mark out,formulaic | formulary | formula | formulation | formulary | formularize,CET6
sniff,用鼻子吸，嗅,"n, vi, vt",snɪf,snɪf,smell | snuff at | smell | nose | discover | suction | smell | wind,sniffy | sniffer,CET6
courageous,勇敢的，无畏的,adj,kə'reɪdʒəs,kə'redʒəs,game | brave,courageously | courage | courageousness,CET6
emigrate,永久移居国外,"vi, vt",'emɪgreɪt,'ɛmɪɡret,transmigrate | to immigrate | to migrate,emigrant | emigration | emigrant,CET6
perpetual,永久的；四季开花的,adj,pə'petʃʊəl; -tjʊəl,pɚ'pɛtʃuəl,permanent | ceaseless | loud,perpetually,CET6
everlasting,永久的；持久的,adj,evə'lɑːstɪŋ,",ɛvɚ'læstɪŋ",eternal | permanent | lasting | timeless,everlastingly,CET6
eternal,永久的；不朽的,adj,ɪ'tɜːn(ə)l; iː-,ɪ'tɝnl,permanent | lasting | everlasting | undying | timeless,eternally | eternity | eternalize | eternize,CET6
stiffness,硬度,n,'stɪfnɪs,'stɪfnɪs,hardness | rigidity,stiff | stiff | stiff | stiffener | stiff | stiffen | stiff | stiffen,CET6
comply,应允，遵照，照做,vi,kəm'plaɪ,kəm'plaɪ,engage | abide by/obey/observe,,CET6
bound,应当的；必定的,"adj, n, vi, vt",baʊnd,baʊnd,controlled | liable | chain | jump | dance | region | extent | scope | spectrum | territory | range | area | to limit | be confined to,bounded | boundless | bouncing | boundlessly | boundary | bouncer | boundedness | bouncing,CET6
salute,（向…）行军礼，（向…）致敬,"n, vi, vt",sə'l(j)uːt,sə'lut,welcome | Huanying | greet | be welcome to | say hello | touch one's hat,salutatory | salutation | salutatory,CET6
cater,迎合，投合,vt,'keɪtə,'ketɚ,humor | meet the demand,catering | caterer | catering,CET6
press,出版社；印刷所；印刷机,"n, vt",pres,prɛs,push | hug | clic | news bulletin,pressing | pressurized | pressor | pressure | pressing | pressor | pressing | pressurized | pressure | pressurize,CET6
printer,印刷工；印花工,n,'prɪntə,'prɪntɚ,machineman | typothetae,printable | print | printing | printout | print | print,CET6
harbour,怀着（不好的想法、恐惧或希望）；包含，藏有；窝藏,"n, vt",ˈhɑ:bə(r),hɑrbɚ,secrete | haven | home,harbor | harbourage | harbor | harbor,CET6
diet,日常饮食，日常食物,n,'daɪət,'daɪət,eating | food and drink,dietary | dietetic | dietetical | dietary | dieting | dietitian | dieter | dietetics | dieting,CET6
tempt,引诱，诱惑，劝诱,vt,tem(p)t,tɛmpt,attract | produce | cause | operate | occasion,tempting | temptable | temptingly | temptation | temptress | tempter | tempting,CET6
cite,引证；引用；〔法院〕传召，传讯,vt,saɪt,saɪt,reference | think of,citation,CET6
ignite,引燃，着火,"vi, vt",ɪg'naɪt,ɪɡ'naɪt,heat | light | burn | light the fire,ignitable | ignition | igniter | ignitor,CET6
derivation,引出；起源；衍生,n,derɪ'veɪʃ(ə)n,'dɛrə'veʃən,history | story,derivative | derived | derivational | derivable | derivative | derived | derive | derive,CET6
banker,银行家,n,'bæŋkə,'bæŋkɚ,money changer,bankable | bank | banking | bankbook | banking | bank | bank,CET6
obscure,无名的；鲜为人知的,"adj, vt",əb'skjʊə,əb'skjʊr,fuzzy | dark | vague | lowering | overcurtain | becloud,obscurely | obscurity | obscureness,CET6
inasmuch,因为，由于,,ɪnəz'mʌtʃ,",ɪnəz'mʌtʃ",,,CET6
through,因为，由于,"adj, adv, prep",θruː,θru,via | across | to the core | finished | non-stop,throughway,CET6
consciousness,意识；知觉,n,'kɒnʃəsnɪs,'kɑnʃəsnəs,feel | aesthesia,conscious | consciously,CET6
observation,意见，短评，按语,n,ɒbzə'veɪʃ(ə)n,",ɑbzɚ'veʃən",view | monitoring | surveillance | watch,observed | observant | observable | observing | observational | observingly | observer | observable | observed | observing | observe | observe,CET6
cross,恼怒的,"adj, n, vi, vt",krɒs,krɔs,intersection | chiasm | intercross | bridge over | contrary | adverse | opposite | counter,crossed | crossbred | crossly | crosswise | crossing | crossbreed | crossbred | crossbreeding | crosscurrent | crossing | crossed | crossbred | crossbreeding | crossbreed | crossbreed,CET6
refrain,抑制，制止，忍住,"n, vi",rɪ'freɪn,rɪ'fren,deny oneself | forbear from | repeat | iteration,,CET6
restrain,制止；抑制,vt,rɪ'streɪn,rɪ'stren,possess | regulate | contain | manage | bottle,restrained | restraint | restrainer | restrained,CET6
singular,异常的，奇异的,adj,'sɪŋgjʊlə,'sɪŋɡjəlɚ,remarkable | extraordinary | novel | wonder | exquisite,singularly | singularity | singleness | singularize,CET6
house,议院，会议厅,"n, vt",haʊs,haʊs,residence | organization | machinery | family | home | invest | sheet | roof | cap,,CET6
obligation,义务，职责，责任,n,ɒblɪ'geɪʃ(ə)n,",ɑblɪ'ɡeʃən",debt | liability,obliged | obligatory | obligate | obligated | obligated | obliged | oblige | oblige | obligate,CET6
formerly,以前，从前,adv,'fɔːməlɪ,'fɔrmɚli,previously | ago | back,former | former,CET6
veil,以面纱遮掩；遮盖,"n, vt",veɪl,vel,yashmak | facemask | shadow | shield | curtain,veiled | veiling | veiled | veiling,CET6
desert,遗弃；擅离（职守）,"adj, n, vi, vt",(for v.) dɪ'zɜːt; (for n.) 'dezət,(for v.) dɪˈzɝ​t; (for n.) 'dɛzɚt,yield | quit | run out on | walk out on | sands | wold | wild | hungry,deserted | deserved | deserving | deservedly | desertification | deserter | desertion | deserted | deserved | deserving,CET6
forsake,遗弃，抛弃；摒绝，摒弃,vt,fə'seɪk,"fɔrˈsek, fə-",desert | yield | quit,,CET6
transmission,传播，传染,n,trænz'mɪʃ(ə)n; trɑːnz-; -ns-,træns'mɪʃən,gear | driving device,transmitted | transmitting | transmissible | transmitter | transmitting | transmitted | transmitting | transmit | transmit,CET6
displace,移置；取代；置换,vt,dɪs'pleɪs,dɪs'ples,shift | replace by,displacement,CET6
displacement,移置；免职；置换,n,dɪs'pleɪsm(ə)nt,dɪs'plesmənt,shifting | subrogation,displace,CET6
colonist,移民；殖民地居民,n,'kɒlənɪst,'kɑlənɪst,migration | transplantation,colonial | colonialist | colony | colonial | colonization | colonialism | colonialist | colonizer | colonize | colonize,CET6
instrumental,器乐的；有帮助的,adj,ɪnstrʊ'ment(ə)l,",ɪnstrə'mɛntl",helpful | useful | assistant,instrumentalist | instrument | instrumentation | instrumentality | instrumentalist | instrumentalism,CET6
wardrobe,衣柜，衣橱，藏衣室,n,'wɔːdrəʊb,'wɔr'drob,bureau | chest of drawers,,CET6
garment,衣服；服装，衣着,"n, vt",'gɑːm(ə)nt,'gɑrmənt,clothes | person | array | thread | outside | dress sb. in,,CET6
Islam,伊斯兰教，回教,n,,,Moslemism | Mohammedanism,islamic | islamize,CET6
evenly,一致地；平静地,adv,'i:vənlɪ,'ivnli,equally | plainly,even | even | evenness | even | even,CET6
compatible,兼容的,,kəm'pætɪb(ə)l,kəm'pætəbl,,compatibly | compatibility,CET6
stitch,一针，缝线,"n, vi, vt",stɪtʃ,stɪtʃ,steek | seam | oversew | sew up,stitching | stitcher | stitching,CET6
troop,一群，一队，大量,"n, vi",truːp,trʊp,army | majority | force | group | team | host | pack,trooper | troopship,CET6
concert,一齐，一致，协作,"n, vi, vt",'kɒnsət,'kɑnsɚt,accordance | unity | agreement | identity | keeping | coordinate with | attune | cooperate | sort,concerted | concertize,CET6
chop,一块排骨，肉块,"n, vi, vt",tʃɒp,tʃɑp,brand | label | logo | cut | hew | hew,chopper | chopper | chopper,CET6
baby,一家中年龄最小的人,"adj, n, vt",'beɪbɪ,bebɪ,infant | babe | pamper | indulge | small | chicken | infant,babyish | babe | babyhood,CET6
episode,（人生的）一段经历；（小说的）片段，插曲,n,'epɪsəʊd,'ɛpɪsod,incident | intermezzo,episodic,CET6
cluster,串，束，簇；群，组,"n, vi, vt",'klʌstə,'klʌstɚ,gang | bunch | qun | bush | converge,clustered | clustering | clustered | clustering,CET6
generalization,一般化；概括，综合,n,",dʒenrələ'zeɪʃən",",dʒɛnrələ'zeʃən",recapitulation | universalization,general | generic | generalized | generally | general | generality | generalisation | generalized | generalize | generalise | generalize | generalise,CET6
burglar,夜盗，窃贼,n,'bɜːglə,'bɝɡlɚ,cracksman,burglarious | burglary | burglary | burglarize | burglarize,CET6
amateur,业余的,"adj, n","'æmətə; -tʃə; -tjʊə; ,æmə'tɜː",ˈæmətər,lover | fan | strange | leisure | lay,amateurish | amateurism,CET6
metallurgy,冶金学，冶金术,,"mɪ'tælədʒɪ; 'met(ə),lɜːdʒɪ",'mɛtəlɝdʒi,,metallurgical | metallurgic | metallurgist,CET6
Jesus,耶稣,,'dʒiːzəs,'dʒizəs,,,CET6
fort,要塞，堡垒,n,fɔːt,fɔrt,tower | bastion,fortify | fortify,CET6
postulate,假定，假设,"n, vt",'pɒstjʊleɪt,'pɑstʃəlet,require | exact | desire | perhaps | assumption,postulation | postulator,CET6
prescription,药方，处方；处方药,n,prɪ'skrɪpʃ(ə)n,prɪ'skrɪpʃən,tradition | instruction | convention | usage | pointing,prescriptive | prescript | prescript | prescriptivism,CET6
cradle,摇篮；发源地,"n, vt",'kreɪd(ə)l,'kredl,bassinet | berceau | foster,,CET6
waver,犹豫不决；摇摆,"n, vi",'weɪvə,'wevɚ,hesitate | crane | rolling | labefaction,wavy | waving | wavering | wave | waving | waving | wavering | wave | wave,CET6
wag,（狗） 摇摆 （尾巴）；摇晃 （手指）,"n, vi, vt",wæg,wæɡ,rock | shake | to oscillate | to swing | swing | ricketiness,,CET6
oxide,氧化物,n,'ɒksaɪd,'ɑksaɪd,oxyde,,CET6
oxidize,氧化，使生锈,vt,'ɒksɪdaɪz,'ɑksə'daɪz,oxygenize | rust,oxidative | oxidized | oxidizable | oxidation | oxidant | oxidase | oxidate | oxidizer | oxidization | oxidoreductase | oxidized | oxidate | oxidise | oxidise,CET6
domestic,家养的,"adj, n",də'mestɪk,də'mɛstɪk,internal | household | home | family | servant,domesticated | domestically | domestication | domesticity | domesticated | domesticate | domesticate,CET6
foster,培养；抚育，代养,vt,'fɒstə,'fɔstɚ,cultivate | rear | raise | plant | mother,fosterage,CET6
balcony,阳台；楼厅，楼座,n,'bælkənɪ,'bælkəni,box | sun porch,balconied,CET6
anode,阳极，正极，板极,n,'ænəʊd,'ænod,positive pole | positive electrode,anodic | anodal | anodise | anodize,CET6
proverb,谚语，格言，箴言,n,'prɒvɜːb,'prɑvɝb,saying | saw,proverbial,CET6
banquet,宴会，盛会，酒席,"n, vi, vt",'bæŋkwɪt,'bæŋkwɪt,entertainment | treat | feast | dine | feast,,CET6
scope,（学科、活动、书籍等的）范围；（发挥能力的）机会，施展余地；眼界,n,skəʊp,skop,extent | boundary | region | spectrum | territory | range | area,,CET6
cloak,掩盖，掩饰；覆盖，笼罩,"n, vt",kləʊk,klok,subterfuge | cloke | overcurtain | obscure,,CET6
sharply,严厉地，苛刻地,adv,'ʃɑ:plɪ,'ʃɑrpli,keenly | trenchantly,sharp | sharp | sharp | sharpness | sharp | sharpen | sharp | sharpen,CET6
